,,,,,,"<Results of SALOME, time limit of 20 sec.>",,,"<Results of 10,000 runs of random search (with maximum load rule)>",,,,,<Graph structure measures>,,,,,,,,,,,<Times structure measures>,,,,,,,,,,,,,
505,2,instance_n=50_505p2,MIXED,0.9,bimodal,less tricky,13,13,13,1,13,0.5696,0.5696,0.4304,0.898,2,7,0.49,0.476, -   ,0,0,0,2.778,0.04,1000,11.722,0.022,0.596,0.176,,,,,,,,,
505,3,instance_n=50_505p3,MIXED,0.9,bimodal,very tricky,13,13,13,1,13,0.0389,0.0389,0.9611,0.898,2,7,0.49,0.476, -   ,0,0,0,2.778,0.04,1000,11.722,0.022,0.596,0.176,,,,,,,,,
505,4,instance_n=50_505p4,MIXED,0.9,bimodal,less tricky,13,13,13,1,13,0.5252,0.5252,0.4748,0.898,2,7,0.49,0.476, -   ,0,0,0,2.778,0.04,1000,11.722,0.022,0.596,0.176,,,,,,,,,
505,5,instance_n=50_505p5,MIXED,0.9,bimodal,very tricky,13,13,13,1,13,0.0062,0.0062,0.9938,0.898,2,7,0.49,0.476, -   ,0,0,0,2.778,0.04,1000,11.722,0.022,0.596,0.176,,,,,,,,,
505,6,instance_n=50_505p6,MIXED,0.9,bimodal,very tricky,13,13,13,1,13,0.0303,0.0303,0.9697,0.898,2,7,0.49,0.476, -   ,0,0,0,2.778,0.04,1000,11.722,0.022,0.596,0.176,,,,,,,,,
505,7,instance_n=50_505p7,MIXED,0.9,bimodal,very tricky,13,13,13,1,13,0.0053,0.0053,0.9947,0.898,2,7,0.49,0.476, -   ,0,0,0,2.778,0.04,1000,11.722,0.022,0.596,0.176,,,,,,,,,
505,8,instance_n=50_505p8,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.4476,0.4476,0.5524,0.898,2,7,0.49,0.476, -   ,0,0,0,2.778,0.04,1000,11.722,0.022,0.596,0.176,,,,,,,,,
505,9,instance_n=50_505p9,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.1669,0.1669,0.8331,0.898,2,7,0.49,0.476, -   ,0,0,0,2.778,0.04,1000,11.722,0.022,0.596,0.176,,,,,,,,,
505,10,instance_n=50_505p10,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.3662,0.3662,0.6338,0.898,2,7,0.49,0.476, -   ,0,0,0,2.778,0.04,1000,11.722,0.022,0.596,0.176,,,,,,,,,
506,1,instance_n=50_506,MIXED,0.9,bimodal,less tricky,11,11,11,1,11, 0.889 ,0.8888,0.1112,0.896,2.22,8,0.439,0.435, -   ,0,0,0,2.778,0.06,1000,10.128,0.025,0.586,0.157,,,,,,,,,
506,2,instance_n=50_506p2,MIXED,0.9,bimodal,trivial,12,12,12,1,12,1,1,<0.0001,0.896,2.22,8,0.439,0.435, -   ,0,0,0,2.778,0.06,1000,10.128,0.025,0.586,0.157,,,,,,,,,
506,3,instance_n=50_506p3,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.3094,0.3094,0.6906,0.896,2.22,8,0.439,0.435, -   ,0,0,0,2.778,0.06,1000,10.128,0.025,0.586,0.157,,,,,,,,,
506,4,instance_n=50_506p4,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.0594,0.0594,0.9406,0.896,2.22,8,0.439,0.435, -   ,0,0,0,2.778,0.06,1000,10.128,0.025,0.586,0.157,,,,,,,,,
506,5,instance_n=50_506p5,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.4106,0.4106,0.5894,0.896,2.22,8,0.439,0.435, -   ,0,0,0,2.778,0.06,1000,10.128,0.025,0.586,0.157,,,,,,,,,
506,6,instance_n=50_506p6,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.1579,0.1579,0.8421,0.896,2.22,8,0.439,0.435, -   ,0,0,0,2.778,0.06,1000,10.128,0.025,0.586,0.157,,,,,,,,,
506,7,instance_n=50_506p7,MIXED,0.9,bimodal,extremely tricky,11,11,11,1,11,0.0001,0.0001,0.9999,0.896,2.22,8,0.439,0.435, -   ,0,0,0,2.778,0.06,1000,10.128,0.025,0.586,0.157,,,,,,,,,
506,8,instance_n=50_506p8,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.263,0.263,0.737,0.896,2.22,8,0.439,0.435, -   ,0,0,0,2.778,0.06,1000,10.128,0.025,0.586,0.157,,,,,,,,,
506,9,instance_n=50_506p9,MIXED,0.9,bimodal,very tricky,11,11,11,1,11,0.0125,0.0125,0.9875,0.896,2.22,8,0.439,0.435, -   ,0,0,0,2.778,0.06,1000,10.128,0.025,0.586,0.157,,,,,,,,,
506,10,instance_n=50_506p10,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.3186,0.3186,0.6814,0.896,2.22,8,0.439,0.435, -   ,0,0,0,2.778,0.06,1000,10.128,0.025,0.586,0.157,,,,,,,,,
507,1,instance_n=50_507,MIXED,0.9,bimodal,tricky,13,13,13,1,13, 0.104 ,0.1035,0.8965,0.896,2.18,7,0.45,0.442, -   ,0,0.04,6,2.778,0.04,1000,12.056,0.024,0.534,0.147,,,,,,,,,
507,2,instance_n=50_507p2,MIXED,0.9,bimodal,very tricky,13,13,13,1,13,0.0213,0.0213,0.9787,0.896,2.18,7,0.45,0.442, -   ,0,0.04,6,2.778,0.04,1000,12.056,0.024,0.534,0.147,,,,,,,,,
507,3,instance_n=50_507p3,MIXED,0.9,bimodal,very tricky,13,13,13,1,13,0.0352,0.0352,0.9648,0.896,2.18,7,0.45,0.442, -   ,0,0.04,6,2.778,0.04,1000,12.056,0.024,0.534,0.147,,,,,,,,,
507,4,instance_n=50_507p4,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.1567,0.1567,0.8433,0.896,2.18,7,0.45,0.442, -   ,0,0.04,6,2.778,0.04,1000,12.056,0.024,0.534,0.147,,,,,,,,,
507,5,instance_n=50_507p5,MIXED,0.9,bimodal,extremely tricky,13,13,13,1,13,0.0013,0.0013,0.9987,0.896,2.18,7,0.45,0.442, -   ,0,0.04,6,2.778,0.04,1000,12.056,0.024,0.534,0.147,,,,,,,,,
507,6,instance_n=50_507p6,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.1313,0.1313,0.8687,0.896,2.18,7,0.45,0.442, -   ,0,0.04,6,2.778,0.04,1000,12.056,0.024,0.534,0.147,,,,,,,,,
507,7,instance_n=50_507p7,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.1739,0.1739,0.8261,0.896,2.18,7,0.45,0.442, -   ,0,0.04,6,2.778,0.04,1000,12.056,0.024,0.534,0.147,,,,,,,,,
507,8,instance_n=50_507p8,MIXED,0.9,bimodal,very tricky,13,13,13,1,13,0.043,0.043,0.957,0.896,2.18,7,0.45,0.442, -   ,0,0.04,6,2.778,0.04,1000,12.056,0.024,0.534,0.147,,,,,,,,,
507,9,instance_n=50_507p9,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.3204,0.3204,0.6796,0.896,2.18,7,0.45,0.442, -   ,0,0.04,6,2.778,0.04,1000,12.056,0.024,0.534,0.147,,,,,,,,,
507,10,instance_n=50_507p10,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.2121,0.2121,0.7879,0.896,2.18,7,0.45,0.442, -   ,0,0.04,6,2.778,0.04,1000,12.056,0.024,0.534,0.147,,,,,,,,,
508,1,instance_n=50_508,MIXED,0.9,bimodal,very tricky,14,14,14,1,14, 0.010 ,0.0097,0.9903,0.896,2,8,0.481,0.481, -   ,0,0.02,5,2.778,0.08,1000,12.368,0.028,0.633,0.167,,,,,,,,,
508,2,instance_n=50_508p2,MIXED,0.9,bimodal,less tricky,14,14,14,1,14,0.8516,0.8516,0.1484,0.896,2,8,0.481,0.481, -   ,0,0.02,5,2.778,0.08,1000,12.368,0.028,0.633,0.167,,,,,,,,,
508,3,instance_n=50_508p3,MIXED,0.9,bimodal,less tricky,14,14,14,1,14,0.866,0.866,0.134,0.896,2,8,0.481,0.481, -   ,0,0.02,5,2.778,0.08,1000,12.368,0.028,0.633,0.167,,,,,,,,,
508,4,instance_n=50_508p4,MIXED,0.9,bimodal,tricky,14,14,14,1,14,0.4624,0.4624,0.5376,0.896,2,8,0.481,0.481, -   ,0,0.02,5,2.778,0.08,1000,12.368,0.028,0.633,0.167,,,,,,,,,
508,5,instance_n=50_508p5,MIXED,0.9,bimodal,tricky,14,14,14,1,14,0.1001,0.1001,0.8999,0.896,2,8,0.481,0.481, -   ,0,0.02,5,2.778,0.08,1000,12.368,0.028,0.633,0.167,,,,,,,,,
508,6,instance_n=50_508p6,MIXED,0.9,bimodal,tricky,14,14,14,1,14,0.3876,0.3876,0.6124,0.896,2,8,0.481,0.481, -   ,0,0.02,5,2.778,0.08,1000,12.368,0.028,0.633,0.167,,,,,,,,,
508,7,instance_n=50_508p7,MIXED,0.9,bimodal,very tricky,13,13,13,1,13,0.0106,0.0106,0.9894,0.896,2,8,0.481,0.481, -   ,0,0.02,5,2.778,0.08,1000,12.368,0.028,0.633,0.167,,,,,,,,,
508,8,instance_n=50_508p8,MIXED,0.9,bimodal,extremely tricky,13,13,13,1,13,0.0034,0.0034,0.9966,0.896,2,8,0.481,0.481, -   ,0,0.02,5,2.778,0.08,1000,12.368,0.028,0.633,0.167,,,,,,,,,
508,9,instance_n=50_508p9,MIXED,0.9,bimodal,tricky,14,14,14,1,14,0.4317,0.4317,0.5683,0.896,2,8,0.481,0.481, -   ,0,0.02,5,2.778,0.08,1000,12.368,0.028,0.633,0.167,,,,,,,,,
508,10,instance_n=50_508p10,MIXED,0.9,bimodal,less tricky,14,14,14,1,14,0.8438,0.8438,0.1562,0.896,2,8,0.481,0.481, -   ,0,0.02,5,2.778,0.08,1000,12.368,0.028,0.633,0.167,,,,,,,,,
509,1,instance_n=50_509,MIXED,0.9,bimodal,tricky,13,13,13,1,13, 0.099 ,0.0988,0.9012,0.9,2.18,8,0.446,0.439, 0.040 ,2,0.02,6,2.778,0.06,1000,12.079,0.038,0.558,0.141,,,,,,,,,
509,2,instance_n=50_509p2,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.0562,0.0562,0.9438,0.9,2.18,8,0.446,0.439, 0.040 ,2,0.02,6,2.778,0.06,1000,12.079,0.038,0.558,0.141,,,,,,,,,
509,3,instance_n=50_509p3,MIXED,0.9,bimodal,very tricky,13,13,13,1,13,0.0235,0.0235,0.9765,0.9,2.18,8,0.446,0.439, 0.040 ,2,0.02,6,2.778,0.06,1000,12.079,0.038,0.558,0.141,,,,,,,,,
509,4,instance_n=50_509p4,MIXED,0.9,bimodal,less tricky,14,14,14,1,14,0.5044,0.5044,0.4956,0.9,2.18,8,0.446,0.439, 0.040 ,2,0.02,6,2.778,0.06,1000,12.079,0.038,0.558,0.141,,,,,,,,,
509,5,instance_n=50_509p5,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.1156,0.1156,0.8844,0.9,2.18,8,0.446,0.439, 0.040 ,2,0.02,6,2.778,0.06,1000,12.079,0.038,0.558,0.141,,,,,,,,,
509,6,instance_n=50_509p6,MIXED,0.9,bimodal,extremely tricky,13,13,13,1,13,0.0032,0.0032,0.9968,0.9,2.18,8,0.446,0.439, 0.040 ,2,0.02,6,2.778,0.06,1000,12.079,0.038,0.558,0.141,,,,,,,,,
509,7,instance_n=50_509p7,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.3365,0.3365,0.6635,0.9,2.18,8,0.446,0.439, 0.040 ,2,0.02,6,2.778,0.06,1000,12.079,0.038,0.558,0.141,,,,,,,,,
509,8,instance_n=50_509p8,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.0747,0.0747,0.9253,0.9,2.18,8,0.446,0.439, 0.040 ,2,0.02,6,2.778,0.06,1000,12.079,0.038,0.558,0.141,,,,,,,,,
509,9,instance_n=50_509p9,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.2786,0.2786,0.7214,0.9,2.18,8,0.446,0.439, 0.040 ,2,0.02,6,2.778,0.06,1000,12.079,0.038,0.558,0.141,,,,,,,,,
509,10,instance_n=50_509p10,MIXED,0.9,bimodal,tricky,14,14,14,1,14,0.2208,0.2208,0.7792,0.9,2.18,8,0.446,0.439, 0.040 ,2,0.02,6,2.778,0.06,1000,12.079,0.038,0.558,0.141,,,,,,,,,
510,1,instance_n=50_510,MIXED,0.9,bimodal,less tricky,11,11,11,1,11, 0.975 ,0.9752,0.0248,0.896,2.24,8,0.439,0.431, 0.040 ,2,0.02,5,2.778,0.04,1000,9.814,0.04,0.552,0.117,,,,,,,,,
510,2,instance_n=50_510p2,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.9428,0.9428,0.0572,0.896,2.24,8,0.439,0.431, 0.040 ,2,0.02,5,2.778,0.04,1000,9.814,0.04,0.552,0.117,,,,,,,,,
510,3,instance_n=50_510p3,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.986,0.986,0.014,0.896,2.24,8,0.439,0.431, 0.040 ,2,0.02,5,2.778,0.04,1000,9.814,0.04,0.552,0.117,,,,,,,,,
510,4,instance_n=50_510p4,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.7037,0.7037,0.2963,0.896,2.24,8,0.439,0.431, 0.040 ,2,0.02,5,2.778,0.04,1000,9.814,0.04,0.552,0.117,,,,,,,,,
510,5,instance_n=50_510p5,MIXED,0.9,bimodal,extremely tricky,10,10,10,0,11,0.9997,<0.0001,>0.9999,0.896,2.24,8,0.439,0.431, 0.040 ,2,0.02,5,2.778,0.04,1000,9.814,0.04,0.552,0.117,,,,,,,,,
510,6,instance_n=50_510p6,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.8738,0.8738,0.1262,0.896,2.24,8,0.439,0.431, 0.040 ,2,0.02,5,2.778,0.04,1000,9.814,0.04,0.552,0.117,,,,,,,,,
510,7,instance_n=50_510p7,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.219,0.219,0.781,0.896,2.24,8,0.439,0.431, 0.040 ,2,0.02,5,2.778,0.04,1000,9.814,0.04,0.552,0.117,,,,,,,,,
510,8,instance_n=50_510p8,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.9708,0.9708,0.0292,0.896,2.24,8,0.439,0.431, 0.040 ,2,0.02,5,2.778,0.04,1000,9.814,0.04,0.552,0.117,,,,,,,,,
510,9,instance_n=50_510p9,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.9517,0.9517,0.0483,0.896,2.24,8,0.439,0.431, 0.040 ,2,0.02,5,2.778,0.04,1000,9.814,0.04,0.552,0.117,,,,,,,,,
510,10,instance_n=50_510p10,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.986,0.986,0.014,0.896,2.24,8,0.439,0.431, 0.040 ,2,0.02,5,2.778,0.04,1000,9.814,0.04,0.552,0.117,,,,,,,,,
511,1,instance_n=50_511,MIXED,0.9,bimodal,tricky,13,13,13,1,13, 0.351 ,0.3507,0.6493,0.897,2.28,8,0.424,0.424, 0.040 ,2,0.02,5,2.778,0.08,1000,11.379,0.029,0.568,0.165,,,,,,,,,
511,2,instance_n=50_511p2,MIXED,0.9,bimodal,very tricky,12,12,12,1,12,0.0333,0.0333,0.9667,0.897,2.28,8,0.424,0.424, 0.040 ,2,0.02,5,2.778,0.08,1000,11.379,0.029,0.568,0.165,,,,,,,,,
511,3,instance_n=50_511p3,MIXED,0.9,bimodal,less tricky,13,13,13,1,13,0.9444,0.9444,0.0556,0.897,2.28,8,0.424,0.424, 0.040 ,2,0.02,5,2.778,0.08,1000,11.379,0.029,0.568,0.165,,,,,,,,,
511,4,instance_n=50_511p4,MIXED,0.9,bimodal,less tricky,13,13,13,1,13,0.7889,0.7889,0.2111,0.897,2.28,8,0.424,0.424, 0.040 ,2,0.02,5,2.778,0.08,1000,11.379,0.029,0.568,0.165,,,,,,,,,
511,5,instance_n=50_511p5,MIXED,0.9,bimodal,very tricky,12,12,12,1,12,0.0232,0.0232,0.9768,0.897,2.28,8,0.424,0.424, 0.040 ,2,0.02,5,2.778,0.08,1000,11.379,0.029,0.568,0.165,,,,,,,,,
511,6,instance_n=50_511p6,MIXED,0.9,bimodal,very tricky,12,12,12,1,12,0.0171,0.0171,0.9829,0.897,2.28,8,0.424,0.424, 0.040 ,2,0.02,5,2.778,0.08,1000,11.379,0.029,0.568,0.165,,,,,,,,,
511,7,instance_n=50_511p7,MIXED,0.9,bimodal,less tricky,13,13,13,1,13,0.7821,0.7821,0.2179,0.897,2.28,8,0.424,0.424, 0.040 ,2,0.02,5,2.778,0.08,1000,11.379,0.029,0.568,0.165,,,,,,,,,
511,8,instance_n=50_511p8,MIXED,0.9,bimodal,very tricky,12,12,12,1,12,0.0071,0.0071,0.9929,0.897,2.28,8,0.424,0.424, 0.040 ,2,0.02,5,2.778,0.08,1000,11.379,0.029,0.568,0.165,,,,,,,,,
511,9,instance_n=50_511p9,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.1552,0.1552,0.8448,0.897,2.28,8,0.424,0.424, 0.040 ,2,0.02,5,2.778,0.08,1000,11.379,0.029,0.568,0.165,,,,,,,,,
511,10,instance_n=50_511p10,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.2799,0.2799,0.7201,0.897,2.28,8,0.424,0.424, 0.040 ,2,0.02,5,2.778,0.08,1000,11.379,0.029,0.568,0.165,,,,,,,,,
512,1,instance_n=50_512,MIXED,0.9,bimodal,tricky,13,13,13,1,13, 0.297 ,0.2974,0.7026,0.897,2.14,7,0.459,0.45, -   ,0,0.02,4,2.778,0.04,1000,11.61,0.028,0.583,0.146,,,,,,,,,
512,2,instance_n=50_512p2,MIXED,0.9,bimodal,less tricky,13,13,13,1,13,0.795,0.795,0.205,0.897,2.14,7,0.459,0.45, -   ,0,0.02,4,2.778,0.04,1000,11.61,0.028,0.583,0.146,,,,,,,,,
512,3,instance_n=50_512p3,MIXED,0.9,bimodal,less tricky,13,13,13,1,13,0.6224,0.6224,0.3776,0.897,2.14,7,0.459,0.45, -   ,0,0.02,4,2.778,0.04,1000,11.61,0.028,0.583,0.146,,,,,,,,,
512,4,instance_n=50_512p4,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.1394,0.1394,0.8606,0.897,2.14,7,0.459,0.45, -   ,0,0.02,4,2.778,0.04,1000,11.61,0.028,0.583,0.146,,,,,,,,,
512,5,instance_n=50_512p5,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.0857,0.0857,0.9143,0.897,2.14,7,0.459,0.45, -   ,0,0.02,4,2.778,0.04,1000,11.61,0.028,0.583,0.146,,,,,,,,,
512,6,instance_n=50_512p6,MIXED,0.9,bimodal,less tricky,13,13,13,1,13,0.84,0.84,0.16,0.897,2.14,7,0.459,0.45, -   ,0,0.02,4,2.778,0.04,1000,11.61,0.028,0.583,0.146,,,,,,,,,
512,7,instance_n=50_512p7,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.4322,0.4322,0.5678,0.897,2.14,7,0.459,0.45, -   ,0,0.02,4,2.778,0.04,1000,11.61,0.028,0.583,0.146,,,,,,,,,
512,8,instance_n=50_512p8,MIXED,0.9,bimodal,tricky,13,13,13,1,13,0.4809,0.4809,0.5191,0.897,2.14,7,0.459,0.45, -   ,0,0.02,4,2.778,0.04,1000,11.61,0.028,0.583,0.146,,,,,,,,,
512,9,instance_n=50_512p9,MIXED,0.9,bimodal,less tricky,13,13,13,1,13,0.8786,0.8786,0.1214,0.897,2.14,7,0.459,0.45, -   ,0,0.02,4,2.778,0.04,1000,11.61,0.028,0.583,0.146,,,,,,,,,
512,10,instance_n=50_512p10,MIXED,0.9,bimodal,extremely tricky,12,12,12,0,13,0.7992,<0.0001,>0.9999,0.897,2.14,7,0.459,0.45, -   ,0,0.02,4,2.778,0.04,1000,11.61,0.028,0.583,0.146,,,,,,,,,
513,1,instance_n=50_513,MIXED,0.9,bimodal,tricky,12,12,12,1,12, 0.341 ,0.3409,0.6591,0.9,2.22,8,0.442,0.435, -   ,0,0,0,2.778,0.04,1000,11.028,0.041,0.581,0.15,,,,,,,,,
513,2,instance_n=50_513p2,MIXED,0.9,bimodal,extremely tricky,12,12,12,1,12,0.0018,0.0018,0.9982,0.9,2.22,8,0.442,0.435, -   ,0,0,0,2.778,0.04,1000,11.028,0.041,0.581,0.15,,,,,,,,,
513,3,instance_n=50_513p3,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.3881,0.3881,0.6119,0.9,2.22,8,0.442,0.435, -   ,0,0,0,2.778,0.04,1000,11.028,0.041,0.581,0.15,,,,,,,,,
513,4,instance_n=50_513p4,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.1109,0.1109,0.8891,0.9,2.22,8,0.442,0.435, -   ,0,0,0,2.778,0.04,1000,11.028,0.041,0.581,0.15,,,,,,,,,
513,5,instance_n=50_513p5,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.1163,0.1163,0.8837,0.9,2.22,8,0.442,0.435, -   ,0,0,0,2.778,0.04,1000,11.028,0.041,0.581,0.15,,,,,,,,,
513,6,instance_n=50_513p6,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.4765,0.4765,0.5235,0.9,2.22,8,0.442,0.435, -   ,0,0,0,2.778,0.04,1000,11.028,0.041,0.581,0.15,,,,,,,,,
513,7,instance_n=50_513p7,MIXED,0.9,bimodal,extremely tricky,12,12,12,1,12,0.0019,0.0019,0.9981,0.9,2.22,8,0.442,0.435, -   ,0,0,0,2.778,0.04,1000,11.028,0.041,0.581,0.15,,,,,,,,,
513,8,instance_n=50_513p8,MIXED,0.9,bimodal,very tricky,12,12,12,1,12,0.0324,0.0324,0.9676,0.9,2.22,8,0.442,0.435, -   ,0,0,0,2.778,0.04,1000,11.028,0.041,0.581,0.15,,,,,,,,,
513,9,instance_n=50_513p9,MIXED,0.9,bimodal,very tricky,12,12,12,1,12,0.0305,0.0305,0.9695,0.9,2.22,8,0.442,0.435, -   ,0,0,0,2.778,0.04,1000,11.028,0.041,0.581,0.15,,,,,,,,,
513,10,instance_n=50_513p10,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.3133,0.3133,0.6867,0.9,2.22,8,0.442,0.435, -   ,0,0,0,2.778,0.04,1000,11.028,0.041,0.581,0.15,,,,,,,,,
514,1,instance_n=50_514,MIXED,0.9,bimodal,tricky,12,12,12,1,12, 0.382 ,0.3817,0.6183,0.896,2.26,7,0.431,0.42, -   ,0,0,0,2.778,0.06,1000,10.918,0.023,0.539,0.135,,,,,,,,,
514,2,instance_n=50_514p2,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.2223,0.2223,0.7777,0.896,2.26,7,0.431,0.42, -   ,0,0,0,2.778,0.06,1000,10.918,0.023,0.539,0.135,,,,,,,,,
514,3,instance_n=50_514p3,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.0753,0.0753,0.9247,0.896,2.26,7,0.431,0.42, -   ,0,0,0,2.778,0.06,1000,10.918,0.023,0.539,0.135,,,,,,,,,
514,4,instance_n=50_514p4,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.1668,0.1668,0.8332,0.896,2.26,7,0.431,0.42, -   ,0,0,0,2.778,0.06,1000,10.918,0.023,0.539,0.135,,,,,,,,,
514,5,instance_n=50_514p5,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.412,0.412,0.588,0.896,2.26,7,0.431,0.42, -   ,0,0,0,2.778,0.06,1000,10.918,0.023,0.539,0.135,,,,,,,,,
514,6,instance_n=50_514p6,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.4196,0.4196,0.5804,0.896,2.26,7,0.431,0.42, -   ,0,0,0,2.778,0.06,1000,10.918,0.023,0.539,0.135,,,,,,,,,
514,7,instance_n=50_514p7,MIXED,0.9,bimodal,less tricky,12,12,12,1,12,0.7146,0.7146,0.2854,0.896,2.26,7,0.431,0.42, -   ,0,0,0,2.778,0.06,1000,10.918,0.023,0.539,0.135,,,,,,,,,
514,8,instance_n=50_514p8,MIXED,0.9,bimodal,less tricky,12,12,12,1,12,0.6282,0.6282,0.3718,0.896,2.26,7,0.431,0.42, -   ,0,0,0,2.778,0.06,1000,10.918,0.023,0.539,0.135,,,,,,,,,
514,9,instance_n=50_514p9,MIXED,0.9,bimodal,less tricky,12,12,12,1,12,0.7628,0.7628,0.2372,0.896,2.26,7,0.431,0.42, -   ,0,0,0,2.778,0.06,1000,10.918,0.023,0.539,0.135,,,,,,,,,
514,10,instance_n=50_514p10,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.1195,0.1195,0.8805,0.896,2.26,7,0.431,0.42, -   ,0,0,0,2.778,0.06,1000,10.918,0.023,0.539,0.135,,,,,,,,,
515,1,instance_n=50_515,MIXED,0.9,bimodal,less tricky,11,11,11,1,11, 0.796 ,0.7961,0.2039,0.896,2.22,7,0.435,0.435, -   ,0,0,0,2.778,0.08,1000,9.837,0.033,0.551,0.138,,,,,,,,,
515,2,instance_n=50_515p2,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.0657,0.0657,0.9343,0.896,2.22,7,0.435,0.435, -   ,0,0,0,2.778,0.08,1000,9.837,0.033,0.551,0.138,,,,,,,,,
515,3,instance_n=50_515p3,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.9945,0.9945,0.0055,0.896,2.22,7,0.435,0.435, -   ,0,0,0,2.778,0.08,1000,9.837,0.033,0.551,0.138,,,,,,,,,
515,4,instance_n=50_515p4,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.8218,0.8218,0.1782,0.896,2.22,7,0.435,0.435, -   ,0,0,0,2.778,0.08,1000,9.837,0.033,0.551,0.138,,,,,,,,,
515,5,instance_n=50_515p5,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.6291,0.6291,0.3709,0.896,2.22,7,0.435,0.435, -   ,0,0,0,2.778,0.08,1000,9.837,0.033,0.551,0.138,,,,,,,,,
515,6,instance_n=50_515p6,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.4612,0.4612,0.5388,0.896,2.22,7,0.435,0.435, -   ,0,0,0,2.778,0.08,1000,9.837,0.033,0.551,0.138,,,,,,,,,
515,7,instance_n=50_515p7,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.6365,0.6365,0.3635,0.896,2.22,7,0.435,0.435, -   ,0,0,0,2.778,0.08,1000,9.837,0.033,0.551,0.138,,,,,,,,,
515,8,instance_n=50_515p8,MIXED,0.9,bimodal,very tricky,11,11,11,1,11,0.0479,0.0479,0.9521,0.896,2.22,7,0.435,0.435, -   ,0,0,0,2.778,0.08,1000,9.837,0.033,0.551,0.138,,,,,,,,,
515,9,instance_n=50_515p9,MIXED,0.9,bimodal,tricky,11,11,11,1,11,0.4395,0.4395,0.5605,0.896,2.22,7,0.435,0.435, -   ,0,0,0,2.778,0.08,1000,9.837,0.033,0.551,0.138,,,,,,,,,
515,10,instance_n=50_515p10,MIXED,0.9,bimodal,less tricky,11,11,11,1,11,0.8071,0.8071,0.1929,0.896,2.22,7,0.435,0.435, -   ,0,0,0,2.778,0.08,1000,9.837,0.033,0.551,0.138,,,,,,,,,
516,1,instance_n=50_516,MIXED,0.9,bimodal,less tricky,13,13,13,1,13, 0.981 ,0.9806,0.0194,0.896,1.98,6,0.495,0.485, 0.120 ,2,0,0,2.778,0.04,1000,10.899,0.034,0.557,0.148,,,,,,,,,
516,2,instance_n=50_516p2,MIXED,0.9,bimodal,tricky,12,12,12,1,12,0.2337,0.2337,0.7663,0.896,1.98,6,0.495,0.485, 0.120 ,2,0,0,2.778,0.04,1000,10.899,0.034,0.557,0.148,,,,,,,,,
516,3,instance_n=50_516p3,MIXED,0.9,bimodal,less tricky,12,12,12,1,12,0.9044,0.9044,0.0956,0.896,1.98,6,0.495,0.485, 0.120 ,2,0,0,2.778,0.04,1000,10.899,0.034,0.557,0.148,,,,,,,,,
